	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	Hillary signed a pact right after promising we'll keep buying their food. The gov CAN'T be trusted. @ patersonderek18 http://www.counterpunch.org/2015/06/15/whats-really-going-on-at-fukushima/ …	haydentiff	2	3	1490881149	847443079766462464	https://twitter.com/haydentiff/status/847443079766462464			@
	That appears to be our current trajectory. @ patersonderek18	haydentiff	2	1	1490880370	847439809887002625	https://twitter.com/haydentiff/status/847439809887002625			@
	Most of the Pacific is dead now anyway, so who cares? Right? @ zaren http://www.agreenroadjournal.com/2013/10/the-deep-pacific-ocean-is-brokendead.html?m=1 …	haydentiff	1	2	1490879754	847437227160457216	https://twitter.com/haydentiff/status/847437227160457216			@
	Thanks! @ FritzQS	haydentiff	1	1	1490878675	847432704194863105	https://twitter.com/haydentiff/status/847432704194863105			@
	Haha, thanks! @ bryanmishkin	haydentiff	1	0	1490878293	847431099449974787	https://twitter.com/haydentiff/status/847431099449974787			@
	Thank you!!! @ JoshDeMaria	haydentiff	2	0	1490878235	847430857123962881	https://twitter.com/haydentiff/status/847430857123962881			@
	Probably shouldn't talk about it. Wouldn't want anything to sully the 2020 Olympics in Tokyo! /sarc @ ravngsofamadmanhttps://worldtruth.tv/reporters-face-10-years-in-jail-if-they-mention-fukushima-conspiracies/ …	haydentiff	6	6	1490878207	847430740350345216	https://twitter.com/haydentiff/status/847430740350345216			@
	Did you know that Fukushima is STILL (6yrs later!) pumping 300-400 tons of radioactive water into the Pacific every day? @ ravngsofamadman	haydentiff	6	7	1490877867	847429313934770179	https://twitter.com/haydentiff/status/847429313934770179			@
	Thank you! @ m_sarwat @ DarrylMeadowsLP	haydentiff	1	0	1490876344	847422926882091008	https://twitter.com/haydentiff/status/847422926882091008			@ @
	Thank you!!! @ Supervisor1_9_4 @ SinickalOne @ 1EMcGon1	haydentiff	1	0	1490876303	847422753338646532	https://twitter.com/haydentiff/status/847422753338646532			@ @ @
	Thanks! @ patersonderek18	haydentiff	0	1	1490867854	847387316209410048	https://twitter.com/haydentiff/status/847387316209410048			@
	Thank you!!! @ AvatarX	haydentiff	0	1	1490867752	847386889690599431	https://twitter.com/haydentiff/status/847386889690599431			@
	Thanks! @ kendroiddddd @ Liberty_Thunder	haydentiff	2	0	1490851449	847318509298237441	https://twitter.com/haydentiff/status/847318509298237441			@ @
	Thanks! @ JbTheGardener @ Liberty_Thunder	haydentiff	2	0	1490850653	847315171185840128	https://twitter.com/haydentiff/status/847315171185840128			@ @
	@ Liberty_Thunder	haydentiff	1	0	1490849072	847308539735326720	https://twitter.com/haydentiff/status/847308539735326720			@
	Thank you! @ SMSDispHERO	haydentiff	2	0	1490848905	847307836602277888	https://twitter.com/haydentiff/status/847307836602277888			@
	Thanks! @ baijorge	haydentiff	1	0	1490848677	847306881760542720	https://twitter.com/haydentiff/status/847306881760542720			@
	Sounds like the helium situation is under control. @ JbTheGardener @ Liberty_Thunderhttps://www.wired.com/2016/06/dire-helium-shortage-vastly-inflated/ …	haydentiff	2	1	1490848652	847306776504487937	https://twitter.com/haydentiff/status/847306776504487937			@ @
	You'd never know by the way we treat it. @ bizbluetree @ ravngsofamadman	haydentiff	2	1	1490847604	847302380869754881	https://twitter.com/haydentiff/status/847302380869754881			@ @
	Twitter showered me with balloons! @ Liberty_Thunderpic.twitter.com/ss9y5nJUlh	haydentiff	8	1	1490847279	847301017871892489	https://twitter.com/haydentiff/status/847301017871892489			@
	Thank you!!!! @ Liberty_Thunder	haydentiff	3	0	1490847129	847300390764687361	https://twitter.com/haydentiff/status/847300390764687361			@
	If you wouldn't mind, I'd love your thoughts on this. @ ravngsofamadman https://medium.com/@haydentiff/who-owns-the-water-832088b65edc?source=linkShare-c4107ebb5102-1490846900 …	haydentiff	3	1	1490847083	847300195268272129	https://twitter.com/haydentiff/status/847300195268272129			@ @haydentiff
	Thanks! @ ravngsofamadman	haydentiff	4	0	1490846769	847298879452135424	https://twitter.com/haydentiff/status/847298879452135424			@
	Yes, cohesive organisms. From genes to genome, genomes to cell, cells to multicellular organism... @ peteh6570 @ gunsbeerfreedom @ cganiere	haydentiff	2	0	1490836466	847255664548167681	https://twitter.com/haydentiff/status/847255664548167681			@ @ @
	This is why the divide and conquer strategy works so well. There is strength in numbers. @ peteh6570 @ gunsbeerfreedom @ cganiere	haydentiff	1	1	1490834963	847249362455375872	https://twitter.com/haydentiff/status/847249362455375872			@ @ @
	Members of groups become so cooperative the group becomes a higher-level organism in its own right. @ peteh6570 @ gunsbeerfreedom @ cganiere	haydentiff	0	0	1490834871	847248975849594880	https://twitter.com/haydentiff/status/847248975849594880			@ @ @
	But if they condone things that leave you without access to clean water for 1,069 days... # FlintWaterCrisis @ gunsbeerfreedom @ JoelKatz	haydentiff	1	0	1490830766	847231756222685186	https://twitter.com/haydentiff/status/847231756222685186		#	@ @
	Like Democracy? @ gunsbeerfreedom @ jermhudson @ JoelKatz	haydentiff	0	0	1490829765	847227559418908674	https://twitter.com/haydentiff/status/847227559418908674			@ @ @
	"""Democracy is vulnerable to a 51% attack."" -David Schwartz @ gunsbeerfreedom @ jermhudson @ JoelKatzpic.twitter.com/G7r82rOtCg"	haydentiff	7	5	1490829075	847224666863185920	https://twitter.com/haydentiff/status/847224666863185920			@ @ @
	If succeeding as a group is the main selective force in human evolution, Americans will lose to multinational corporations. @ gunsbeerfreedom	haydentiff	1	1	1490828678	847222998532628481	https://twitter.com/haydentiff/status/847222998532628481			@
	Trying to find a salvageable issue to unite people against an unjust government feels like trying to catch a falling sword.	haydentiff	23	10	1490827965	847220010997166081	https://twitter.com/haydentiff/status/847220010997166081			
	Poor Rachel Maddow. LOL. Of course, facts never get in the way of a determined conspiracy theorist.http://www.mcclatchydc.com/news/nation-world/national/article141308758.html …	stacyherbert	31	17	1490883047	847451041058639872	https://twitter.com/stacyherbert/status/847451041058639872			
	LOL. How many air minutes did Maddow spend on this part of the grand conspiracy theory?https://twitter.com/mtracey/status/847305178772520960 …	stacyherbert	30	19	1490881726	847445499229515776	https://twitter.com/stacyherbert/status/847445499229515776			
	plus, US universities dispense millions in grants annually so many students at Ivy League don't pay full price.	stacyherbert	1	0	1490836380	847255305570336768	https://twitter.com/stacyherbert/status/847255305570336768			
	"In the US, ""the average student pays $9,410 (£7,518) per annum."" US has vast network of state universities which UK doesn't"	stacyherbert	0	0	1490836306	847254995061755904	https://twitter.com/stacyherbert/status/847254995061755904			
	What?https://twitter.com/haaretzcom/status/847131057119911937 …	stacyherbert	14	11	1490833097	847241534953078785	https://twitter.com/stacyherbert/status/847241534953078785			
	thanks!	stacyherbert	0	0	1490827772	847219198350766082	https://twitter.com/stacyherbert/status/847219198350766082			
	A pleasure @ creativekitsune thankyou - great to share ideas @ BKONconnect @ b0tkeeper @ NCRSilver	sallyeaves	4	2	1490888603	847474345702178816	https://twitter.com/sallyeaves/status/847474345702178816			@ @ @ @
	Cheers @ ChrisJ_Pollard It had to be done! :) # humour # bizcoll	sallyeaves	1	0	1490877321	847427022078869505	https://twitter.com/sallyeaves/status/847427022078869505		# #	@
	Seriously though only one choice for Me since I can remember. Here's a clue..... # classic pic.twitter.com/Rvc0xs5Ip1	sallyeaves	3	2	1490874049	847413301327691778	https://twitter.com/sallyeaves/status/847413301327691778		#	
	Mustang Sally! @ NevilleGaunt @ vanillaweb @ Janicebg @ DemarcioWash @ AmandaRay02 @ merlieldc @ TheMylanFocus @ terrencegallman	sallyeaves	7	3	1490873678	847411743261249536	https://twitter.com/sallyeaves/status/847411743261249536			@ @ @ @ @ @ @ @
	Thanks @ StuartBestwick So very true, they do this consistently too hence the shout out. Genuinely impressed! # socent # community	sallyeaves	0	2	1490859966	847354231749136384	https://twitter.com/sallyeaves/status/847354231749136384		# #	@
	@ sydneyblue77 So true - thanks for sharing!	sallyeaves	1	1	1490859165	847350872178802689	https://twitter.com/sallyeaves/status/847350872178802689			@
	So very true Susan!!	sallyeaves	1	0	1490858977	847350083683098628	https://twitter.com/sallyeaves/status/847350083683098628			
	Totally agree Ross! Have seen some great examples & consistently done. Hence that tweet tbh # socent # community	sallyeaves	5	1	1490858645	847348692650557442	https://twitter.com/sallyeaves/status/847348692650557442		# #	
	Great to see this approach, the way it should be! # customerservice # futureofwork # payitforwardpic.twitter.com/4bWd1mwhmo	sallyeaves	173	102	1490858064	847346254619201537	https://twitter.com/sallyeaves/status/847346254619201537		# # #	
bitcoin 	governance was applied to gold coins by Nero: result debasement. not inviting governance into Bitcoin, that's a framework for moral hazard.	adam3us	18	9	1490909006	847559918202884096	https://twitter.com/adam3us/status/847559918202884096			
bitcoin 	governance is anathema to Bitcoin as digital gold, you dont govern gold atoms, neither bitcoin.	adam3us	48	25	1490900237	847523138166554624	https://twitter.com/adam3us/status/847523138166554624			
	think you got that covered there @ junseth :)	adam3us	6	0	1490899503	847520061204189184	https://twitter.com/adam3us/status/847520061204189184			@
	TL;DR of which is the game-theory is money will be spent anyway chasing reward, just in less tidy ways, with perverse incentives. @ Truthcoin	adam3us	17	3	1490860222	847355306724147201	https://twitter.com/adam3us/status/847355306724147201			@
	. @ Ferdinando1970 @ alfiedotwtf yes @ Truthcoin explains why proof of work is the most economically efficient solution http://www.truthcoin.info/blog/pow-and-mining/ …	adam3us	16	8	1490859961	847354212157501444	https://twitter.com/adam3us/status/847354212157501444			@ @ @
	. @ catsfive yes, at least interactive PoW by Merkle & non-interactive by Dwork & Naor; hashcash was concept reinvention but also a better PoW	adam3us	8	3	1490831449	847234621032890368	https://twitter.com/adam3us/status/847234621032890368			@
	. @ catsfive despite review process, people forget, re-invent & independently rediscover all the time. sometimes an idea's time has just come.	adam3us	16	8	1490829078	847224678934429696	https://twitter.com/adam3us/status/847224678934429696			@
	". @ el33th4xor the Merkle 1974 paper ""Secure Communications Over Insecure Channels"" http://hashcash.org/papers/merkle-puzzle.pdf … more similar to client-puzzles."	adam3us	9	2	1490827023	847216060407451648	https://twitter.com/adam3us/status/847216060407451648			@
	". @ el33th4xor actually, Merkle-puzzles came first & were a precursor to public key crypto ""Secure Communications Over Insecure Channels"" 1974"	adam3us	33	6	1490825287	847208777925476352	https://twitter.com/adam3us/status/847208777925476352			@
	Transcript of Simon Sinek's Millennials in the Workplace Interviewhttp://ochen.com/transcript-of-simon-sineks-millennials-in-the-workplace-interview?utm_source=queue&utm_content=1 …	WarrenWhitlock	12	11	1490910874	847567753871585280	https://twitter.com/WarrenWhitlock/status/847567753871585280			
	I was thrown out of college for cheating on the metaphysics exam; I looked into the soul of the boy sitting next to me.pic.twitter.com/BDLcM0uPeS	WarrenWhitlock	9	6	1490910628	847566721821138944	https://twitter.com/WarrenWhitlock/status/847566721821138944			
	It?s Like Uber for Tractors, and It Could Change the Game for African Farmershttp://ochen.com/its-like-uber-for-tractors-and-it-could-change-the-game-for-african-farmers?utm_source=queue&utm_content=205 …	WarrenWhitlock	17	7	1490908133	847556258768994304	https://twitter.com/WarrenWhitlock/status/847556258768994304			
	This Robotic Dog Could Soon Deliver Packages (Watch)http://ochen.com/this-robotic-dog-could-soon-deliver-packages-watch?utm_source=queue&utm_content=865 …	WarrenWhitlock	11	12	1490905356	847544611811856384	https://twitter.com/WarrenWhitlock/status/847544611811856384			
	Tortoise Gets Hand-Painted 3D Printed Shell After Surviving Forest Firehttp://ochen.com/tortoise-gets-hand-painted-3d-printed-shell-after-surviving-forest-fire?utm_source=queue&utm_content=24 …	WarrenWhitlock	26	19	1490902620	847533135415967746	https://twitter.com/WarrenWhitlock/status/847533135415967746			
	Scientists Develop The First Biological Pacemaker From Stem Cellshttp://ochen.com/scientists-develop-the-first-biological-pacemaker-from-stem-cells?utm_source=queue&utm_content=23 …	WarrenWhitlock	23	14	1490899857	847521544289030144	https://twitter.com/WarrenWhitlock/status/847521544289030144			
	Twitter Revolution: Social Media and Mobile Marketing are Changing the Way We Do Business http://gshift.it/tr-tw pic.twitter.com/OL6Doz6Yh3	WarrenWhitlock	17	13	1490897224	847510502615826433	https://twitter.com/WarrenWhitlock/status/847510502615826433			
	The Science of Navy SEAL Superlearning http://ochen.com/the-science-of-navy-seal-superlearning?utm_source=queue&utm_content=122 …	WarrenWhitlock	6	5	1490897102	847509990378229760	https://twitter.com/WarrenWhitlock/status/847509990378229760			
	pic.twitter.com/hZALDUKwKC	WarrenWhitlock	2	1	1490894806	847500361862569984	https://twitter.com/WarrenWhitlock/status/847500361862569984			
	Cause I like what you were talking about. I'm not an agist nor do I care about geography. I'm here to learn from other. :)	WarrenWhitlock	1	1	1490894769	847500207134613504	https://twitter.com/WarrenWhitlock/status/847500207134613504			
	many	WarrenWhitlock	1	0	1490894663	847499762425249792	https://twitter.com/WarrenWhitlock/status/847499762425249792			
	pic.twitter.com/MRHQeHb8Qj	WarrenWhitlock	1	1	1490894642	847499671148691456	https://twitter.com/WarrenWhitlock/status/847499671148691456			
	swimming with sharks	WarrenWhitlock	2	1	1490894623	847499591649869824	https://twitter.com/WarrenWhitlock/status/847499591649869824			
	Tons of data in energy. Posting articles on # solarenergy and more at http://ochen.com  and tweet about this several times a week	WarrenWhitlock	1	2	1490894600	847499495977795589	https://twitter.com/WarrenWhitlock/status/847499495977795589		#	
	cool	WarrenWhitlock	1	0	1490894522	847499169698795522	https://twitter.com/WarrenWhitlock/status/847499169698795522			
	pic.twitter.com/zaBSBsUXQa	WarrenWhitlock	1	0	1490894512	847499127034269697	https://twitter.com/WarrenWhitlock/status/847499127034269697			
	Who Rules this Domain? - http://HostingFacts.com http://ochen.com/who-rules-this-domain-hostingfactscom?utm_source=queue&utm_content=888 …	WarrenWhitlock	6	1	1490894354	847498466758500352	https://twitter.com/WarrenWhitlock/status/847498466758500352			
	Softbank driverless bus goes commercial by 2020 http://j.mp/2mJ9h3T # future # transportation # driverlesspic.twitter.com/AXLHPkPSlY	WarrenWhitlock	10	13	1490894193	847497789986746368	https://twitter.com/WarrenWhitlock/status/847497789986746368		# # #	
	70+ Best E-Commerce Marketing Resources for 2017 http://j.mp/2nkHHbL # ecommerce # onlinesales # retailing	WarrenWhitlock	9	8	1490893906	847496587756552192	https://twitter.com/WarrenWhitlock/status/847496587756552192		# # #	
	To Solve Its Hardest Problems, Silicon Valley Turns to Physicists http://ochen.com/to-solve-its-hardest-problems-silicon-valley-turns-to-physicists?utm_source=queue&utm_content=212 …	WarrenWhitlock	11	4	1490891538	847486653593665536	https://twitter.com/WarrenWhitlock/status/847486653593665536			
	"The Fifth Element Movie's ""Diva Song"" Was Impossible To Sing Until Now! http://j.mp/2mS0CHy # video # singer # talent"	WarrenWhitlock	16	11	1490889400	847477686863659010	https://twitter.com/WarrenWhitlock/status/847477686863659010		# # #	
	It's a button on your Twitter app. Better than trends, it gives some context. Most don't use it, some hate it. I use it daily.	WarrenWhitlock	2	1	1490888951	847475802224472066	https://twitter.com/WarrenWhitlock/status/847475802224472066			
	What the story of ATMs and bank tellers reveals about the 'rise of the robots' and jobshttp://ochen.com/what-the-story-of-atms-and-bank-tellers-reveals-about-the-rise-of-the-robots-and-jobs?utm_source=queue&utm_content=31 …	WarrenWhitlock	7	10	1490888801	847475172550385672	https://twitter.com/WarrenWhitlock/status/847475172550385672			
	That's the price of success	WarrenWhitlock	0	0	1490888750	847474961606365187	https://twitter.com/WarrenWhitlock/status/847474961606365187			
	If it doesn't become universal, people may miss there isn't one and ouch! Sorta like feeding the seagulls.	WarrenWhitlock	0	0	1490888681	847474671268151297	https://twitter.com/WarrenWhitlock/status/847474671268151297			
	"Better analytics for ""Moment"" .. Will it help? “Popular Tweets From Today” by @ WarrenWhitlockhttps://twitter.com/i/moments/847336654540898305 …"	WarrenWhitlock	3	3	1490887030	847467744878510082	https://twitter.com/WarrenWhitlock/status/847467744878510082			@
	what happens when we get heads up displays?	WarrenWhitlock	0	0	1490886253	847464487229677570	https://twitter.com/WarrenWhitlock/status/847464487229677570			
	Star Wars sidewalks	WarrenWhitlock	0	0	1490886197	847464251014889474	https://twitter.com/WarrenWhitlock/status/847464251014889474			
	Bill Gates?s new $1 billion fund will back radical clean energy ideas http://ochen.com/bill-gatess-new-1-billion-fund-will-back-radical-clean-energy-ideas?utm_source=queue&utm_content=477 …	WarrenWhitlock	27	24	1490886163	847464111516532738	https://twitter.com/WarrenWhitlock/status/847464111516532738			
	do you think it will help?	WarrenWhitlock	0	0	1490886156	847464078301839364	https://twitter.com/WarrenWhitlock/status/847464078301839364			
	will it help?	WarrenWhitlock	0	0	1490886099	847463840849682432	https://twitter.com/WarrenWhitlock/status/847463840849682432			
	tomorrow will be great	WarrenWhitlock	0	0	1490886065	847463700126507009	https://twitter.com/WarrenWhitlock/status/847463700126507009			
	to many customers sounds like they are doing something right	WarrenWhitlock	0	0	1490886033	847463566248599552	https://twitter.com/WarrenWhitlock/status/847463566248599552			
	thanks for passing this on	WarrenWhitlock	1	0	1490885925	847463109967060992	https://twitter.com/WarrenWhitlock/status/847463109967060992			
	the future	WarrenWhitlock	0	0	1490885873	847462892362358785	https://twitter.com/WarrenWhitlock/status/847462892362358785			
	thanks for sharing	WarrenWhitlock	0	0	1490885833	847462727232638977	https://twitter.com/WarrenWhitlock/status/847462727232638977			
	certainly	WarrenWhitlock	0	0	1490885806	847462613998944257	https://twitter.com/WarrenWhitlock/status/847462613998944257			
	read the story using the link in my tweet	WarrenWhitlock	0	0	1490885775	847462484134961153	https://twitter.com/WarrenWhitlock/status/847462484134961153			
	how'd you know hat was a test question?	WarrenWhitlock	0	0	1490885706	847462190843965440	https://twitter.com/WarrenWhitlock/status/847462190843965440			
	How To Grow Your Business Fasthttp://ochen.com/how-to-grow-your-business-fast7?utm_source=queue&utm_content=770 …	WarrenWhitlock	8	5	1490883275	847451996068216832	https://twitter.com/WarrenWhitlock/status/847451996068216832			
	3D Printed Cast Will Revolutionize Healing [video]http://ochen.com/3d-printed-cast-will-revolutionize-healing-video?utm_source=queue&utm_content=167 …	WarrenWhitlock	12	11	1490880516	847440423744184324	https://twitter.com/WarrenWhitlock/status/847440423744184324			
	I'm getting used to being me.pic.twitter.com/8Q2pHmWWMF	WarrenWhitlock	17	11	1490878784	847433159348150272	https://twitter.com/WarrenWhitlock/status/847433159348150272			
	I was thrown out of college for cheating on the metaphysics exam; I looked into the soul of the boy sitting next to me.pic.twitter.com/foKhbvhkz6	WarrenWhitlock	18	6	1490878173	847430597635002370	https://twitter.com/WarrenWhitlock/status/847430597635002370			
	Scientists develop a cancer-detecting smartphone add-on that's up to 99% accuratehttp://ochen.com/scientists-develop-a-cancer-detecting-smartphone-add-on-thats-up-to-99-accurate?utm_source=queue&utm_content=222 …	WarrenWhitlock	16	11	1490877766	847428891375321088	https://twitter.com/WarrenWhitlock/status/847428891375321088			
	"""I am certain there is too much certainty in the world."" -Michael Crichton # quote # polarization # falsedichotomiespic.twitter.com/XV6Y47RCNa"	WarrenWhitlock	14	7	1490877467	847427637651791872	https://twitter.com/WarrenWhitlock/status/847427637651791872		# # #	
	Why are these odd-looking solar cars passing through the area? http://ochen.com/why-are-these-odd-looking-solar-cars-passing-through-the-area?utm_source=queue&utm_content=40 …	WarrenWhitlock	8	6	1490874999	847417286117933061	https://twitter.com/WarrenWhitlock/status/847417286117933061			
	Starbucks must ease mobile order pileup to get customers in line http://ochen.com/starbucks-must-ease-mobile-order-pileup-to-get-customers-in-line?utm_source=queue&utm_content=43 …	WarrenWhitlock	2	3	1490872290	847405923400204289	https://twitter.com/WarrenWhitlock/status/847405923400204289			
	The day before something is a breakthrough, it's a crazy idea - @ PeterDiamandispic.twitter.com/zHxkPswwwm	WarrenWhitlock	22	13	1490869903	847395908362711040	https://twitter.com/WarrenWhitlock/status/847395908362711040			@
	Glorious New NASA Video Imagines a Landing on Pluto http://ochen.com/glorious-new-nasa-video-imagines-a-landing-on-pluto?utm_source=queue&utm_content=247 …	WarrenWhitlock	8	3	1490869496	847394201599750144	https://twitter.com/WarrenWhitlock/status/847394201599750144			
	6 Digital Marketing Tricks to Get People to Read Your Blog http://ochen.com/6-digital-marketing-tricks-to-get-people-to-read-your-blog?utm_source=queue&utm_content=215 …	WarrenWhitlock	15	9	1490866708	847382511302750209	https://twitter.com/WarrenWhitlock/status/847382511302750209			
	The Next Pseudoscience Health Craze Is All About Genetics http://ochen.com/the-next-pseudoscience-health-craze-is-all-about-genetics?utm_source=queue&utm_content=359 …	WarrenWhitlock	5	4	1490863944	847370917512491008	https://twitter.com/WarrenWhitlock/status/847370917512491008			
	Softbank driverless bus goes commercial by 2020 http://j.mp/2mJ9h3T # future # transportation # driverlesspic.twitter.com/8IUQkQ1HFG	WarrenWhitlock	16	18	1490861794	847361898987233280	https://twitter.com/WarrenWhitlock/status/847361898987233280		# # #	
	Verizon offers taste of 5G as it expands network trialshttp://ochen.com/verizon-offers-taste-of-5g-as-it-expands-network-trials?utm_source=queue&utm_content=108 …	WarrenWhitlock	9	5	1490861199	847359403921518594	https://twitter.com/WarrenWhitlock/status/847359403921518594			
	Bodegraven, a Dutch town, is using traffic lights in pavements to keep # smartphone-addicted pedestrians safe.pic.twitter.com/wf2GexiU3E	WarrenWhitlock	62	59	1490861189	847359361034838016	https://twitter.com/WarrenWhitlock/status/847359361034838016		#	
	Of Thousands of Apps Tested, These Enduredhttp://ochen.com/of-thousands-of-apps-tested-these-endured?utm_source=queue&utm_content=311 …	WarrenWhitlock	9	10	1490858491	847348042973847553	https://twitter.com/WarrenWhitlock/status/847348042973847553			
		WarrenWhitlock	0	0	1490856844	847341137878593536	https://twitter.com/WarrenWhitlock/status/847341137878593536			
	Why all world maps are wrong – Ochen http://pinterest.com/pin/32862272262676945/ …	WarrenWhitlock	3	3	1490856649	847340317019746304	https://twitter.com/WarrenWhitlock/status/847340317019746304			
	Why all world maps are wronghttp://ochen.com/why-all-world-maps-are-wrong …	WarrenWhitlock	6	6	1490856529	847339817654300674	https://twitter.com/WarrenWhitlock/status/847339817654300674			
	"I made a ""Moment"" “Popular Tweets From Today”https://twitter.com/i/moments/847336654540898305 …"	WarrenWhitlock	11	7	1490856143	847338194932609024	https://twitter.com/WarrenWhitlock/status/847338194932609024			
	New Wind Turbine Tech Could Use a Single Typhoon to Power a Country For 50 Years http://ochen.com/new-wind-turbine-tech-could-use-a-single-typhoon-to-power-a-country-for-50-years?utm_source=queue&utm_content=235 …	WarrenWhitlock	18	15	1490855665	847336192374743040	https://twitter.com/WarrenWhitlock/status/847336192374743040			
	"The Fifth Element Movie's ""Diva Song"" Was Impossible To Sing Until Now!http://ochen.com/the-fifth-element-movies-diva-song-was-impossible-to-sing-until-now …"	WarrenWhitlock	18	7	1490855517	847335570271387649	https://twitter.com/WarrenWhitlock/status/847335570271387649			
	friend from Anchorage said it's like they don't even notice people. People see this an freak out.	WarrenWhitlock	0	0	1490854466	847331160787001344	https://twitter.com/WarrenWhitlock/status/847331160787001344			
	I can't tell from the post, but hope they follow all laws, regulations and safety procedures.	WarrenWhitlock	0	0	1490854377	847330791331725314	https://twitter.com/WarrenWhitlock/status/847330791331725314			
	That'll grow some hair	WarrenWhitlock	1	0	1490854310	847330507423571968	https://twitter.com/WarrenWhitlock/status/847330507423571968			
	I turned out okay	WarrenWhitlock	1	0	1490854271	847330344667721728	https://twitter.com/WarrenWhitlock/status/847330344667721728			
	moose optional :)	WarrenWhitlock	0	0	1490854251	847330260731412482	https://twitter.com/WarrenWhitlock/status/847330260731412482			
	You are the first to tell me. I didn't make the graph, just sharing that it happened :)	WarrenWhitlock	1	0	1490854226	847330157471739904	https://twitter.com/WarrenWhitlock/status/847330157471739904			
	60 Expert Tips: to Kill Google Sandbox & Skyrocket Your Websitehttp://ochen.com/60-expert-tips-to-kill-google-sandbox-skyrocket-your-website?utm_source=queue&utm_content=69 …	WarrenWhitlock	5	7	1490852943	847324776326504449	https://twitter.com/WarrenWhitlock/status/847324776326504449			
	Cheddar Announces New Millennial-Focused Business Network To Launch On Pluto TV http://ochen.com/cheddar-announces-new-millennial-focused-business-network-to-launch-on-pluto-tv?utm_source=queue&utm_content=485 …	WarrenWhitlock	6	4	1490850145	847313037509840896	https://twitter.com/WarrenWhitlock/status/847313037509840896			
	Hair Loss and Balding Prevention: Are Saturated Fats the Answer?http://ochen.com/hair-loss-and-balding-prevention-are-saturated-fats-the-answer?utm_source=queue&utm_content=270 …	WarrenWhitlock	4	5	1490847408	847301560887418880	https://twitter.com/WarrenWhitlock/status/847301560887418880			
	it's been a weird day. People encouraging me to be sarcastic (which I'd never give up)	WarrenWhitlock	0	0	1490846988	847299797782376449	https://twitter.com/WarrenWhitlock/status/847299797782376449			
	hope you were able to read it	WarrenWhitlock	1	1	1490846750	847298797621334018	https://twitter.com/WarrenWhitlock/status/847298797621334018			
	pic.twitter.com/vYZR5tYeFl	WarrenWhitlock	1	0	1490846352	847297131647975424	https://twitter.com/WarrenWhitlock/status/847297131647975424			
	you ar assuming what I assuming LOL	WarrenWhitlock	0	0	1490846025	847295760265748481	https://twitter.com/WarrenWhitlock/status/847295760265748481			
	he's the @ JoeWalsh I care about. :)	WarrenWhitlock	0	0	1490845981	847295572906188800	https://twitter.com/WarrenWhitlock/status/847295572906188800			@
	I imagine they ought of it though I don't have the details	WarrenWhitlock	1	0	1490845933	847295373546635266	https://twitter.com/WarrenWhitlock/status/847295373546635266			
	I was thrown out of college for cheating on the metaphysics exam; I looked into the soul of the boy sitting next to me.pic.twitter.com/FFlL0sXKqy	WarrenWhitlock	22	7	1490845781	847294733307133952	https://twitter.com/WarrenWhitlock/status/847294733307133952			
	did you happen to read the linked article?	WarrenWhitlock	0	0	1490845632	847294109899526144	https://twitter.com/WarrenWhitlock/status/847294109899526144			
	thanks for sharing	WarrenWhitlock	0	0	1490845231	847292429614985216	https://twitter.com/WarrenWhitlock/status/847292429614985216			
	it bothers you?	WarrenWhitlock	0	0	1490844943	847291218383953920	https://twitter.com/WarrenWhitlock/status/847291218383953920			
	Fasting diet 'regenerates diabetic pancreas' - BBC News http://ochen.com/fasting-diet-regenerates-diabetic-pancreas-bbc-news?utm_source=queue&utm_content=135 …	WarrenWhitlock	17	11	1490844681	847290119681785862	https://twitter.com/WarrenWhitlock/status/847290119681785862			
	Two Moose Decide To Duel Right In The Middle Of Some Poor Person's Drivewayhttp://ochen.com/two-moose-decide-to-duel-right-in-the-middle-of-some-poor-persons-driveway?utm_source=queue&utm_content=283 …	WarrenWhitlock	11	8	1490841920	847278539208511489	https://twitter.com/WarrenWhitlock/status/847278539208511489			
	"""I am certain there is too much certainty in the world."" -Michael Crichton # quote # polarization # falsedichotomiespic.twitter.com/1n5tHePoxH"	WarrenWhitlock	10	5	1490841446	847276553364832257	https://twitter.com/WarrenWhitlock/status/847276553364832257		# # #	
	Vertical forests could transform Brussels' abandoned wasteland into luxury apartments http://read.bi/2kscNu4 # food # future # smartcities	WarrenWhitlock	30	18	1490840184	847271260123914242	https://twitter.com/WarrenWhitlock/status/847271260123914242		# # #	
	Traders are out, computer engineers are in, as Goldman Sachs goes digitalhttp://ochen.com/traders-are-out-computer-engineers-are-in-as-goldman-sachs-goes-digital?utm_source=queue&utm_content=127 …	WarrenWhitlock	8	7	1490839107	847266742707535873	https://twitter.com/WarrenWhitlock/status/847266742707535873			
	Just How Dangerous Is Alexa?http://ochen.com/just-how-dangerous-is-alexa-shelly-palmer?utm_source=queue&utm_content=407 …	WarrenWhitlock	3	6	1490836335	847255116893650945	https://twitter.com/WarrenWhitlock/status/847255116893650945			
	Festivus Data for the Rest of Ushttp://ochen.com/festivus-wikipedia?utm_source=queue&utm_content=739 …	WarrenWhitlock	5	4	1490833599	847243640933982208	https://twitter.com/WarrenWhitlock/status/847243640933982208			
